Line,Attribute,Value
182, Miles for training run,8
182, Training time,3724980
182, Shoe brand,0
182, Running pace per mile,465600
182, Short or long,0
182, After 2004,0
183,Training date,1.03342E+12
183, Miles for training run,5
183, Training time,2212980
183, Shoe brand,0
183, Running pace per mile,442620
183, Short or long,1
183, After 2004,0
184,Training date,1.03342E+12
184, Miles for training run,22.5
184, Training time,11167980
184, Shoe brand,0
184, Running pace per mile,496380
184, Short or long,0
184, After 2004,0
185,Training date,1.0336E+12
185, Miles for training run,7
185, Training time,3256020
185, Shoe brand,0
185, Running pace per mile,465120
185, Short or long,0
185, After 2004,0
186,Training date,1.03368E+12
186, Miles for training run,10
186, Training time,4611000
186, Shoe brand,0
186, Running pace per mile,461100
186, Short or long,0
186, After 2004,0
187,Training date,1.03377E+12
187, Miles for training run,6
187, Training time,2785020
187, Shoe brand,0
187, Running pace per mile,464160
187, Short or long,0
187, After 2004,0
188,Training date,1.03386E+12
188, Miles for training run,8
188, Training time,3624000
188, Shoe brand,0
188, Running pace per mile,453000
188, Short or long,0
188, After 2004,0
189,Training date,1.03394E+12
189, Miles for training run,5
189, Training time,2244000
189, Shoe brand,0
189, Running pace per mile,448800
189, Short or long,1
189, After 2004,0
190,Training date,1.03403E+12
190, Miles for training run,16
190, Training time,7770000
190, Shoe brand,0
190, Running pace per mile,485640
190, Short or long,0
190, After 2004,0
191,Training date,1.0342E+12
191, Miles for training run,7
191, Training time,3195000
191, Shoe brand,0
191, Running pace per mile,456420
191, Short or long,0
191, After 2004,0
192,Training date,1.03429E+12
192, Miles for training run,12
192, Training time,5767020
192, Shoe brand,0
192, Running pace per mile,480600
192, Short or long,0
192, After 2004,0
193,Training date,1.03437E+12
193, Miles for training run,6
193, Training time,2827020
193, Shoe brand,0
193, Running pace per mile,471180
193, Short or long,0
193, After 2004,0
194,Training date,1.03446E+12
194, Miles for training run,8
194, Training time,3564000
194, Shoe brand,0
194, Running pace per mile,445500
194, Short or long,0
194, After 2004,0
195,Training date,1.03455E+12
195, Miles for training run,5
195, Training time,2196000
195, Shoe brand,0
195, Running pace per mile,439200
195, Short or long,1
195, After 2004,0
196,Training date,1.03463E+12
196, Miles for training run,24
196, Training time,12081000
196, Shoe brand,0
196, Running pace per mile,503400
196, Short or long,0
196, After 2004,0
197,Training date,1.03481E+12
197, Miles for training run,7
197, Training time,3082980
197, Shoe brand,0
197, Running pace per mile,440400
197, Short or long,0
197, After 2004,0
198,Training date,1.03489E+12
198, Miles for training run,10
198, Training time,4543020
198, Shoe brand,0
198, Running pace per mile,454320
198, Short or long,0
198, After 2004,0
199,Training date,1.03498E+12
199, Miles for training run,6
199, Training time,2850000
199, Shoe brand,0
199, Running pace per mile,475020
199, Short or long,0
199, After 2004,0
200,Training date,1.03506E+12
200, Miles for training run,8
200, Training time,3646980
200, Shoe brand,0
200, Running pace per mile,455880
200, Short or long,0
200, After 2004,0
201,Training date,1.03515E+12
201, Miles for training run,5
201, Training time,2188980
201, Shoe brand,0
201, Running pace per mile,437820
201, Short or long,1
201, After 2004,0
202,Training date,1.03524E+12
202, Miles for training run,16
202, Training time,7705980
202, Shoe brand,0
202, Running pace per mile,481620
202, Short or long,0
202, After 2004,0
203,Training date,1.03541E+12
203, Miles for training run,7
203, Training time,3088980
203, Shoe brand,0
203, Running pace per mile,441300
203, Short or long,0
203, After 2004,0
204,Training date,1.0355E+12
204, Miles for training run,13
204, Training time,6042000
204, Shoe brand,0
204, Running pace per mile,464760
204, Short or long,0
204, After 2004,0
205,Training date,1.03558E+12
205, Miles for training run,6
205, Training time,2926980
205, Shoe brand,0
205, Running pace per mile,487860
205, Short or long,0
205, After 2004,0
206,Training date,1.03567E+12
206, Miles for training run,8
206, Training time,3502020
206, Shoe brand,0
206, Running pace per mile,437760
206, Short or long,0
206, After 2004,0
207,Training date,1.03576E+12
207, Miles for training run,5
207, Training time,2212980
207, Shoe brand,0
207, Running pace per mile,442620
207, Short or long,1
207, After 2004,0
208,Training date,1.03585E+12
208, Miles for training run,26
208, Training time,12567000
208, Shoe brand,0
208, Running pace per mile,483360
208, Short or long,0
208, After 2004,0
209,Training date,1.03611E+12
209, Miles for training run,7
209, Training time,3121020
209, Shoe brand,0
209, Running pace per mile,445860
209, Short or long,0
209, After 2004,0
210,Training date,1.03619E+12
210, Miles for training run,6
210, Training time,2782020
210, Shoe brand,0
210, Running pace per mile,463680
210, Short or long,0
210, After 2004,0
211,Training date,1.03628E+12
211, Miles for training run,8
211, Training time,3601980
211, Shoe brand,0
211, Running pace per mile,450240
211, Short or long,0
211, After 2004,0
212,Training date,1.03636E+12
212, Miles for training run,10
212, Training time,4729020
212, Shoe brand,0
212, Running pace per mile,472920
212, Short or long,0
212, After 2004,0
213,Training date,1.03645E+12
213, Miles for training run,5
213, Training time,2193000
213, Shoe brand,0
213, Running pace per mile,438600
213, Short or long,1
213, After 2004,0
214,Training date,1.03654E+12
214, Miles for training run,18
214, Training time,8493000
214, Shoe brand,0
214, Running pace per mile,471840
214, Short or long,0
214, After 2004,0
215,Training date,1.03671E+12
215, Miles for training run,6
215, Training time,2575020
215, Shoe brand,0
215, Running pace per mile,429180
215, Short or long,0
215, After 2004,0
216,Training date,1.0368E+12
216, Miles for training run,9
216, Training time,4008000
216, Shoe brand,0
216, Running pace per mile,445320
216, Short or long,0
216, After 2004,0
217,Training date,1.03688E+12
217, Miles for training run,5
217, Training time,2317020
217, Shoe brand,0
217, Running pace per mile,463380
217, Short or long,1
217, After 2004,0
218,Training date,1.03697E+12
218, Miles for training run,7
218, Training time,3222000
218, Shoe brand,0
218, Running pace per mile,460260
218, Short or long,0
218, After 2004,0
219,Training date,1.03706E+12
219, Miles for training run,4
219, Training time,1822980
219, Shoe brand,0
219, Running pace per mile,455760
219, Short or long,1
219, After 2004,0
220,Training date,1.03714E+12
220, Miles for training run,12
220, Training time,5518020
220, Shoe brand,0
220, Running pace per mile,459840
220, Short or long,0
220, After 2004,0
221,Training date,1.03731E+12
221, Miles for training run,5
221, Training time,2281980
221, Shoe brand,0
221, Running pace per mile,456420
221, Short or long,1
221, After 2004,0
222,Training date,1.0374E+12
222, Miles for training run,6
222, Training time,2709000
222, Shoe brand,0
222, Running pace per mile,451500
222, Short or long,0
222, After 2004,0
223,Training date,1.03749E+12
223, Miles for training run,4
223, Training time,1855980
223, Shoe brand,0
223, Running pace per mile,463980
223, Short or long,1
223, After 2004,0
224,Training date,1.03766E+12
224, Miles for training run,3
224, Training time,1330980
224, Shoe brand,0
224, Running pace per mile,443640
224, Short or long,1
224, After 2004,0
225,Training date,1.03775E+12
225, Miles for training run,26.2
225, Training time,11739000
225, Shoe brand,0
225, Running pace per mile,448080
225, Short or long,0
225, After 2004,0
226,Training date,1.03818E+12
226, Miles for training run,4
226, Training time,1959000
226, Shoe brand,0
226, Running pace per mile,489780
226, Short or long,1
226, After 2004,0
227,Training date,1.03827E+12
227, Miles for training run,2.5
227, Training time,1369980
227, Shoe brand,0
227, Running pace per mile,547980
227, Short or long,1
227, After 2004,0
228,Training date,1.03835E+12
228, Miles for training run,8
228, Training time,3733020
228, Shoe brand,0
228, Running pace per mile,466620
228, Short or long,0
228, After 2004,0
229,Training date,1.0387E+12
229, Miles for training run,5
229, Training time,2338020
229, Shoe brand,0
229, Running pace per mile,467580
229, Short or long,1
229, After 2004,0
230,Training date,1.0387E+12
230, Miles for training run,5
230, Training time,2350980
230, Shoe brand,0
230, Running pace per mile,470220
230, Short or long,1
230, After 2004,0
231,Training date,1.03878E+12
231, Miles for training run,4
231, Training time,1810980
231, Shoe brand,0
231, Running pace per mile,452760
231, Short or long,1
231, After 2004,0
232,Training date,1.03887E+12
232, Miles for training run,12
232, Training time,5552400
232, Shoe brand,0
232, Running pace per mile,462720
232, Short or long,0
232, After 2004,0
233,Training date,1.03904E+12
233, Miles for training run,6
233, Training time,2821020
233, Shoe brand,0
233, Running pace per mile,470160
233, Short or long,0
233, After 2004,0
234,Training date,1.03922E+12
234, Miles for training run,5
234, Training time,2367000
234, Shoe brand,0
234, Running pace per mile,473400
234, Short or long,1
234, After 2004,0
235,Training date,1.0393E+12
235, Miles for training run,6
235, Training time,2809020
235, Shoe brand,0
235, Running pace per mile,468180
235, Short or long,0
235, After 2004,0
236,Training date,1.03939E+12
236, Miles for training run,4
236, Training time,1794000
236, Shoe brand,0
236, Running pace per mile,448500
236, Short or long,1
236, After 2004,0
237,Training date,1.03947E+12
237, Miles for training run,8
237, Training time,3595020
237, Shoe brand,0
237, Running pace per mile,449400
237, Short or long,0
237, After 2004,0
238,Training date,1.03973E+12
238, Miles for training run,7
238, Training time,3187020
238, Shoe brand,0
238, Running pace per mile,455280
238, Short or long,0
238, After 2004,0
239,Training date,1.03982E+12
239, Miles for training run,5
239, Training time,2248020
239, Shoe brand,0
239, Running pace per mile,449580
239, Short or long,1
239, After 2004,0
240,Training date,1.03991E+12
240, Miles for training run,4
240, Training time,1867020
240, Shoe brand,0
240, Running pace per mile,466740
240, Short or long,1
240, After 2004,0
241,Training date,1.03999E+12
241, Miles for training run,5
241, Training time,2224980
241, Shoe brand,0
241, Running pace per mile,445020
241, Short or long,1
241, After 2004,0
242,Training date,1.04008E+12
242, Miles for training run,14
242, Training time,6708000
242, Shoe brand,0
242, Running pace per mile,479160
242, Short or long,0
242, After 2004,0
243,Training date,1.04025E+12
243, Miles for training run,5
243, Training time,2113980
243, Shoe brand,0
243, Running pace per mile,422820
243, Short or long,1
243, After 2004,0
244,Training date,1.04034E+12
244, Miles for training run,8
244, Training time,3522000
244, Shoe brand,0
244, Running pace per mile,440280
244, Short or long,0
244, After 2004,0
245,Training date,1.04043E+12
245, Miles for training run,4
245, Training time,1782000
245, Shoe brand,0
245, Running pace per mile,445500
245, Short or long,1
245, After 2004,0
246,Training date,1.04051E+12
246, Miles for training run,6
246, Training time,2880000
246, Shoe brand,0
246, Running pace per mile,480000
246, Short or long,0
246, After 2004,0
247,Training date,1.04068E+12
247, Miles for training run,12
247, Training time,5554020
247, Shoe brand,0
247, Running pace per mile,462840
247, Short or long,0
247, After 2004,0
248,Training date,1.04086E+12
248, Miles for training run,6
248, Training time,2737020
248, Shoe brand,0
248, Running pace per mile,456180
248, Short or long,0
248, After 2004,0
249,Training date,1.04094E+12
249, Miles for training run,8
249, Training time,3556980
249, Shoe brand,0
249, Running pace per mile,444600
249, Short or long,0
249, After 2004,0
250,Training date,1.04103E+12
250, Miles for training run,5
250, Training time,2334000
250, Shoe brand,0
250, Running pace per mile,466800
250, Short or long,1
250, After 2004,0
251,Training date,1.04112E+12
251, Miles for training run,6
251, Training time,2754000
251, Shoe brand,0
251, Running pace per mile,459000
251, Short or long,0
251, After 2004,0
252,Training date,1.04138E+12
252, Miles for training run,16
252, Training time,7945020
252, Shoe brand,0
252, Running pace per mile,496560
252, Short or long,0
252, After 2004,0
253,Training date,1.04155E+12
253, Miles for training run,6
253, Training time,2788980
253, Shoe brand,0
253, Running pace per mile,464820
253, Short or long,0
253, After 2004,0
254,Training date,1.04172E+12
254, Miles for training run,5
254, Training time,2416980
254, Shoe brand,0
254, Running pace per mile,483420
254, Short or long,1
254, After 2004,0
255,Training date,1.04181E+12
255, Miles for training run,7
255, Training time,3409020
255, Shoe brand,0
255, Running pace per mile,487020
255, Short or long,0
255, After 2004,0
256,Training date,1.04198E+12
256, Miles for training run,8
256, Training time,3601020
256, Shoe brand,0
256, Running pace per mile,450120
256, Short or long,0
256, After 2004,0
257,Training date,1.04215E+12
257, Miles for training run,6
257, Training time,2745000
257, Shoe brand,0
257, Running pace per mile,457500
