pol,char
0,Sokka
0,Sokka
0.4374,Sokka
-0.4019,Sokka
0.4215,Sokka
0.7177,Sokka
0.6369,Sokka
0.8225,Sokka
-0.1316,Sokka
0.2263,Sokka
0,Sokka
-0.5267,Sokka
0.8436,Sokka
0,Sokka
0,Sokka
0.2942,Sokka
-0.5033,Sokka
-0.4019,Sokka
-0.296,Sokka
0.4753,Sokka
-0.4959,Sokka
0,Sokka
0,Sokka
0.6249,Sokka
0.2287,Sokka
0.7184,Sokka
0.5934,Sokka
0.7717,Sokka
-0.5267,Sokka
-0.3716,Sokka
0,Sokka
0.4738,Sokka
-0.5994,Sokka
-0.5696,Sokka
0,Sokka
0.717,Sokka
-0.4019,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.2263,Sokka
0.4215,Sokka
0.4118,Sokka
-0.5719,Sokka
0,Sokka
-0.296,Sokka
-0.4102,Sokka
0,Sokka
0,Sokka
-0.1531,Sokka
0,Sokka
0.7896,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5777,Sokka
-0.6072,Sokka
0,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
0.5267,Sokka
0,Sokka
0,Sokka
0.3716,Sokka
-0.1027,Sokka
0,Sokka
0.4199,Sokka
0.6588,Sokka
0,Sokka
0.1511,Sokka
0.4122,Sokka
0,Sokka
0,Sokka
0.4215,Sokka
0.4404,Sokka
0,Sokka
-0.126,Sokka
0.2003,Sokka
0,Sokka
-0.0258,Sokka
0,Sokka
-0.4753,Sokka
0,Sokka
-0.5848,Sokka
-0.6322,Sokka
-0.2481,Sokka
0.3612,Sokka
0.3612,Sokka
0.6249,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.34,Sokka
0,Sokka
-0.4047,Sokka
0,Sokka
0.4926,Sokka
0,Sokka
-0.4003,Sokka
0,Sokka
-0.4003,Sokka
0.4215,Sokka
0.5411,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.5792,Sokka
-0.4133,Sokka
0,Sokka
0,Sokka
-0.2263,Sokka
0,Sokka
0.7777,Sokka
0.8856,Sokka
-0.0772,Sokka
0.7501,Sokka
0.5267,Sokka
0,Sokka
0.5423,Sokka
0.658,Sokka
0.6239,Sokka
0.54,Sokka
0,Sokka
0.2942,Sokka
0,Sokka
-0.4753,Sokka
0.0258,Sokka
0,Sokka
-0.5242,Sokka
0,Sokka
-0.5574,Sokka
-0.34,Sokka
0.126,Sokka
-0.68,Sokka
-0.623,Sokka
0.4199,Sokka
-0.0129,Sokka
-0.5994,Sokka
-0.128,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
-0.5696,Sokka
-0.4939,Sokka
0,Sokka
0.4199,Sokka
-0.34,Sokka
0.1419,Sokka
0.7717,Sokka
0,Sokka
0,Sokka
0.296,Sokka
0,Sokka
0.2975,Sokka
0,Sokka
0.4144,Sokka
0.8016,Sokka
0.3531,Sokka
0.4019,Sokka
0.6892,Sokka
0.4215,Sokka
0,Sokka
0,Sokka
-0.5423,Sokka
0,Sokka
-0.4585,Sokka
0.296,Sokka
-0.83,Sokka
0.1174,Sokka
-0.5267,Sokka
-0.0892,Sokka
-0.3612,Sokka
-0.5255,Sokka
0.7269,Sokka
0.4344,Sokka
0,Sokka
0.6597,Sokka
0,Sokka
0.9167,Sokka
-0.296,Sokka
0,Sokka
-0.4588,Sokka
-0.34,Sokka
-0.5255,Sokka
0.4767,Sokka
-0.2187,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.5439,Sokka
0.3612,Sokka
-0.34,Sokka
-0.4215,Sokka
0,Sokka
-0.4847,Sokka
0,Sokka
-0.2481,Sokka
0.1331,Sokka
0.3802,Sokka
-0.1027,Sokka
0.0772,Sokka
0.381,Sokka
0,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
0.4847,Sokka
0,Sokka
0.3182,Sokka
-0.5423,Sokka
0.2263,Sokka
0,Sokka
-0.3595,Sokka
0.4389,Sokka
-0.3595,Sokka
0.4767,Sokka
0,Sokka
0.6908,Sokka
0,Sokka
-0.4682,Sokka
-0.5983,Sokka
-0.743,Sokka
-0.3818,Sokka
0,Sokka
0.3182,Sokka
0.2263,Sokka
0.504,Sokka
0,Sokka
-0.4559,Sokka
0.4404,Sokka
-0.4184,Sokka
-0.4019,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
-0.3291,Sokka
-0.4404,Sokka
0,Sokka
-0.1531,Sokka
0.6369,Sokka
0,Sokka
0,Sokka
-0.5848,Sokka
-0.628,Sokka
-0.4184,Sokka
-0.34,Sokka
0,Sokka
0.2023,Sokka
-0.3404,Sokka
0.5106,Sokka
0,Sokka
-0.2023,Sokka
0,Sokka
0,Sokka
0,Sokka
0.508,Sokka
-0.3595,Sokka
0.4574,Sokka
0,Sokka
0.2878,Sokka
0.34,Sokka
-0.5647,Sokka
0.6808,Sokka
-0.296,Sokka
0,Sokka
0,Sokka
-0.4753,Sokka
0,Sokka
-0.4826,Sokka
-0.5949,Sokka
0,Sokka
-0.5562,Sokka
-0.5574,Sokka
-0.784,Sokka
0,Sokka
-0.4003,Sokka
-0.8264,Sokka
0,Sokka
-0.3182,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.2732,Sokka
0.4019,Sokka
-0.2755,Sokka
0.5399,Sokka
0,Sokka
0,Sokka
0.4404,Sokka
0.4215,Sokka
0.5994,Sokka
-0.5267,Sokka
0,Sokka
-0.34,Sokka
-0.68,Sokka
0.0772,Sokka
0,Sokka
-0.921,Sokka
-0.4515,Sokka
0,Sokka
0.6239,Sokka
-0.3818,Sokka
-0.2263,Sokka
0,Sokka
0,Sokka
0.3612,Sokka
0,Sokka
0.3182,Sokka
-0.2144,Sokka
0,Sokka
0.7177,Sokka
0.4753,Sokka
0.68,Sokka
0,Sokka
-0.4588,Sokka
-0.0258,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4215,Sokka
0,Sokka
-0.5267,Sokka
0,Sokka
0,Sokka
0.8398,Sokka
-0.1638,Sokka
-0.7502,Sokka
0.5374,Sokka
-0.5423,Sokka
0.2732,Sokka
0.8777,Sokka
0.6049,Sokka
-0.6908,Sokka
0.3971,Sokka
0,Sokka
0,Sokka
0,Sokka
0.7351,Sokka
-0.6249,Sokka
0.5007,Sokka
-0.7177,Sokka
0.3939,Sokka
0,Sokka
-0.5411,Sokka
0,Sokka
0,Sokka
-0.6486,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.6249,Sokka
0.5672,Sokka
0.3252,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4003,Sokka
0.471,Sokka
0,Sokka
0,Sokka
-0.4184,Sokka
0.5255,Sokka
0.8516,Sokka
0.4404,Sokka
0,Sokka
0,Sokka
-0.2083,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6124,Sokka
-0.0772,Sokka
0,Sokka
0.8043,Sokka
-0.4939,Sokka
0.5267,Sokka
0,Sokka
0.2732,Sokka
-0.34,Sokka
-0.7351,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
0.5267,Sokka
0,Sokka
-0.4389,Sokka
0,Sokka
0.2732,Sokka
-0.5707,Sokka
0.5013,Sokka
0.4019,Sokka
0.2263,Sokka
0,Sokka
0.5106,Sokka
-0.5994,Sokka
-0.5719,Sokka
-0.4184,Sokka
0,Sokka
-0.6593,Sokka
0.4926,Sokka
-0.2144,Sokka
0,Sokka
0.4404,Sokka
0,Sokka
0.3905,Sokka
0.9694,Sokka
0.9315,Sokka
-0.6103,Sokka
-0.09,Sokka
0.2732,Sokka
0,Sokka
-0.5142,Sokka
-0.0258,Sokka
0.4939,Sokka
-0.2755,Sokka
-0.5848,Sokka
-0.6122,Sokka
0.3502,Sokka
0,Sokka
0.796,Sokka
-0.0516,Sokka
-0.4228,Sokka
0,Sokka
0.2732,Sokka
0.0873,Sokka
-0.296,Sokka
-0.7842,Sokka
0.4318,Sokka
0,Sokka
-0.7481,Sokka
0.6277,Sokka
-0.4137,Sokka
0.4199,Sokka
0,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
-0.3595,Sokka
0,Sokka
0.1779,Sokka
-0.5574,Sokka
0,Sokka
0.4168,Sokka
0.8436,Sokka
0,Sokka
-0.128,Sokka
-0.34,Sokka
-0.6124,Sokka
-0.8655,Sokka
0.3182,Sokka
0.7311,Sokka
0,Sokka
-0.8082,Sokka
-0.7639,Sokka
-0.9313,Sokka
0,Sokka
-0.3278,Sokka
0,Sokka
0,Sokka
0.2732,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.6588,Sokka
0.4939,Sokka
0,Sokka
0,Sokka
-0.0772,Sokka
-0.4019,Sokka
0,Sokka
0,Sokka
-0.5707,Sokka
0,Sokka
0,Sokka
-0.34,Sokka
0,Sokka
0.5837,Sokka
0.7896,Sokka
0,Sokka
-0.8065,Sokka
0,Sokka
0.6317,Sokka
0,Sokka
0.6041,Sokka
0.4389,Sokka
-0.2714,Sokka
0.3612,Sokka
-0.4213,Sokka
0,Sokka
-0.2924,Sokka
0.4184,Sokka
0,Sokka
0.4588,Sokka
0.5267,Sokka
-0.2755,Sokka
-0.5413,Sokka
-0.0516,Sokka
0,Sokka
0.4926,Sokka
-0.4019,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6369,Sokka
0,Sokka
-0.357,Sokka
0.3612,Sokka
0,Sokka
0.5231,Sokka
0.3595,Sokka
0.8065,Sokka
0.296,Sokka
0,Sokka
-0.6089,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
0.9231,Sokka
0,Sokka
0.6892,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4767,Sokka
0,Sokka
0,Sokka
-0.128,Sokka
0,Sokka
0,Sokka
0.3612,Sokka
0.3818,Sokka
0,Sokka
0,Sokka
0.4404,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
0,Sokka
0.5386,Sokka
0,Sokka
-0.0772,Sokka
0,Sokka
0,Sokka
0.7959,Sokka
-0.1027,Sokka
0,Sokka
0.4926,Sokka
-0.4215,Sokka
0.6705,Sokka
-0.3382,Sokka
0,Sokka
0,Sokka
0.5399,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.34,Sokka
0.5399,Sokka
0,Sokka
0,Sokka
0.1511,Sokka
0.6643,Sokka
0,Sokka
0.5562,Sokka
0.5411,Sokka
0.4926,Sokka
0,Sokka
-0.4019,Sokka
-0.4574,Sokka
-0.8829,Sokka
-0.1779,Sokka
-0.2481,Sokka
0,Sokka
0.3382,Sokka
0.0772,Sokka
-0.8122,Sokka
-0.4574,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4939,Sokka
0,Sokka
-0.743,Sokka
0,Sokka
-0.8402,Sokka
0.34,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4003,Sokka
0.1779,Sokka
0.5719,Sokka
-0.2942,Sokka
0,Sokka
0.4926,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.69,Sokka
-0.7579,Sokka
0,Sokka
0,Sokka
-0.4323,Sokka
0,Sokka
0.6288,Sokka
0.69,Sokka
0.4199,Sokka
0,Sokka
0,Sokka
-0.3802,Sokka
0,Sokka
0.2263,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5362,Sokka
0.4753,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4184,Sokka
0,Sokka
0.1531,Sokka
0.6808,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.3164,Sokka
0,Sokka
0,Sokka
-0.5267,Sokka
0.358,Sokka
0.128,Sokka
-0.5927,Sokka
-0.296,Sokka
-0.5707,Sokka
0,Sokka
0,Sokka
-0.3612,Sokka
0.6996,Sokka
-0.5267,Sokka
0,Sokka
-0.34,Sokka
0.7707,Sokka
-0.296,Sokka
0.1181,Sokka
-0.34,Sokka
-0.7106,Sokka
0,Sokka
0,Sokka
-0.6545,Sokka
0,Sokka
0.4019,Sokka
0.5411,Sokka
0.3612,Sokka
0,Sokka
0.891,Sokka
0.8687,Sokka
0.0534,Sokka
0.6369,Sokka
-0.6652,Sokka
-0.3527,Sokka
0,Sokka
-0.7989,Sokka
0.4926,Sokka
0,Sokka
0.802,Sokka
0,Sokka
-0.3412,Sokka
-0.4576,Sokka
0.4215,Sokka
0,Sokka
0.2263,Sokka
0,Sokka
-0.3595,Sokka
-0.3802,Sokka
0.6239,Sokka
0,Sokka
-0.836,Sokka
-0.1027,Sokka
0,Sokka
-0.2462,Sokka
0.6996,Sokka
0,Sokka
-0.2924,Sokka
0,Sokka
0.4926,Sokka
-0.3197,Sokka
0.4767,Sokka
0.7772,Sokka
-0.7708,Sokka
0.6458,Sokka
-0.7339,Sokka
0.486,Sokka
0.4199,Sokka
0,Sokka
0,Sokka
0.296,Sokka
0,Sokka
0.0129,Sokka
-0.7906,Sokka
-0.0258,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4891,Sokka
-0.3818,Sokka
0.4767,Sokka
0,Sokka
-0.5859,Sokka
-0.3352,Sokka
-0.4184,Sokka
-0.2748,Sokka
0,Sokka
0.4728,Sokka
0.872,Sokka
-0.296,Sokka
0,Sokka
0.643,Sokka
0,Sokka
0,Sokka
0.4082,Sokka
-0.6341,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.0772,Sokka
0.5574,Sokka
-0.5312,Sokka
-0.2732,Sokka
0,Sokka
0.3291,Sokka
-0.7877,Sokka
0.8625,Sokka
0,Sokka
-0.5597,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6124,Sokka
0.7647,Sokka
-0.8148,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.3544,Sokka
-0.1984,Sokka
0,Sokka
0,Sokka
0.5916,Sokka
0,Sokka
-0.34,Sokka
-0.2755,Sokka
0,Sokka
0.504,Sokka
0.3818,Sokka
0.0516,Sokka
0.7723,Sokka
0.9279,Sokka
0,Sokka
0.3023,Sokka
0,Sokka
0,Sokka
0.5267,Sokka
0,Sokka
0.2732,Sokka
0.4019,Sokka
-0.1531,Sokka
0.2732,Sokka
0.3182,Sokka
0.8047,Sokka
0.3612,Sokka
0.4404,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3164,Sokka
0,Sokka
-0.5255,Sokka
0.34,Sokka
0.3612,Sokka
0,Sokka
0.4404,Sokka
0,Sokka
0.7717,Sokka
0.5574,Sokka
-0.7697,Sokka
-0.7003,Sokka
0,Sokka
-0.1857,Sokka
-0.5859,Sokka
-0.4003,Sokka
0.0258,Sokka
0,Sokka
-0.0258,Sokka
-0.5255,Sokka
0.4574,Sokka
0,Sokka
0.658,Sokka
0,Sokka
0,Sokka
0.4019,Sokka
-0.2755,Sokka
0,Sokka
-0.5859,Sokka
0.5994,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
-0.3769,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5423,Sokka
0.8126,Sokka
0,Sokka
-0.4133,Sokka
-0.128,Sokka
0,Sokka
0.3955,Sokka
0.8104,Sokka
0,Sokka
0.4404,Sokka
0,Sokka
-0.3241,Sokka
0.2695,Sokka
0.6467,Sokka
0.4648,Sokka
-0.1779,Sokka
0,Sokka
-0.5696,Sokka
0.4939,Sokka
0,Sokka
0.4753,Sokka
0.6124,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.1243,Sokka
0,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
0.3527,Sokka
-0.2023,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.1154,Sokka
0,Sokka
-0.4137,Sokka
0.9299,Sokka
0,Sokka
0.25,Sokka
0,Sokka
-0.4329,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4168,Sokka
0,Sokka
0.7351,Sokka
0.5859,Sokka
-0.6597,Sokka
0,Sokka
0,Sokka
0.857,Sokka
-0.8852,Sokka
0.4019,Sokka
0.4215,Sokka
-0.3818,Sokka
-0.4731,Sokka
-0.5122,Sokka
-0.3182,Sokka
0,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5267,Sokka
0.3612,Sokka
-0.3595,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.8612,Sokka
-0.4767,Sokka
-0.34,Sokka
0.3182,Sokka
0.8805,Sokka
0.8367,Sokka
0.2732,Sokka
0.4019,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
-0.1415,Sokka
0,Sokka
0.1511,Sokka
0,Sokka
0,Sokka
-0.3612,Sokka
0,Sokka
0.09,Sokka
0.0258,Sokka
-0.34,Sokka
0,Sokka
0.3612,Sokka
0,Sokka
0.6597,Sokka
0.2263,Sokka
0.0772,Sokka
-0.296,Sokka
0,Sokka
0.5551,Sokka
0,Sokka
-0.8948,Sokka
-0.5815,Sokka
0,Sokka
-0.34,Sokka
-0.4199,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.5583,Sokka
0.25,Sokka
0.3578,Sokka
0,Sokka
0,Sokka
0.1779,Sokka
0.296,Sokka
0,Sokka
0.3182,Sokka
-0.34,Sokka
-0.1531,Sokka
-0.3164,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3595,Sokka
0,Sokka
-0.128,Sokka
0,Sokka
0.709,Sokka
-0.5106,Sokka
-0.3804,Sokka
0.128,Sokka
-0.6654,Sokka
0,Sokka
-0.4503,Sokka
0.3265,Sokka
0,Sokka
0,Sokka
0,Sokka
0.2732,Sokka
0,Sokka
-0.507,Sokka
0.5255,Sokka
-0.34,Sokka
0,Sokka
-0.6374,Sokka
0.5321,Sokka
0.3595,Sokka
0,Sokka
-0.6249,Sokka
0.8161,Sokka
-0.5411,Sokka
0.5859,Sokka
-0.1027,Sokka
0,Sokka
0,Sokka
0.7476,Sokka
0.743,Sokka
-0.34,Sokka
0,Sokka
-0.34,Sokka
-0.4588,Sokka
0,Sokka
0,Sokka
0.3182,Sokka
0,Sokka
0,Sokka
-0.3851,Sokka
0.7003,Sokka
0,Sokka
0.8316,Sokka
-0.1058,Sokka
-0.5346,Sokka
0.4939,Sokka
-0.1779,Sokka
-0.6956,Sokka
0.296,Sokka
0,Sokka
0.6597,Sokka
0.5532,Sokka
-0.1531,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.2942,Sokka
0,Sokka
0.4184,Sokka
-0.0572,Sokka
-0.2732,Sokka
0,Sokka
0.7845,Sokka
0,Sokka
-0.5562,Sokka
0.3182,Sokka
0,Sokka
0.3939,Sokka
-0.5707,Sokka
0.4023,Sokka
0.4577,Sokka
-0.3595,Sokka
0,Sokka
0,Sokka
0,Sokka
0.2732,Sokka
0.0767,Sokka
0.4404,Sokka
0.1779,Sokka
0.2732,Sokka
0.5719,Sokka
0.7957,Sokka
0,Sokka
0.296,Sokka
0.2263,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.8622,Sokka
0.2023,Sokka
-0.8061,Sokka
0.4404,Sokka
-0.3794,Sokka
-0.296,Sokka
0.1872,Sokka
-0.5972,Sokka
0.1695,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
0,Sokka
0.7506,Sokka
0,Sokka
-0.128,Sokka
0,Sokka
0,Sokka
0.1779,Sokka
0,Sokka
0.2732,Sokka
-0.2351,Sokka
-0.8625,Sokka
0.4404,Sokka
0,Sokka
0.1779,Sokka
-0.7325,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.5267,Sokka
0,Sokka
0.34,Sokka
0.2681,Sokka
-0.8591,Sokka
-0.5574,Sokka
0,Sokka
0,Sokka
-0.5106,Sokka
0.6124,Sokka
-0.4019,Sokka
-0.5983,Sokka
0,Sokka
-0.6757,Sokka
0.5399,Sokka
-0.2411,Sokka
0.2942,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5638,Sokka
0.7964,Sokka
-0.6908,Sokka
0,Sokka
-0.4939,Sokka
0.5983,Sokka
0,Sokka
0,Sokka
0.6654,Sokka
-0.9238,Sokka
0.168,Sokka
-0.2755,Sokka
-0.4118,Sokka
-0.2508,Sokka
0.296,Sokka
-0.4653,Sokka
0,Sokka
0,Sokka
0.743,Sokka
0.5106,Sokka
0,Sokka
0.4003,Sokka
-0.7184,Sokka
-0.636,Sokka
-0.1491,Sokka
0,Sokka
-0.7263,Sokka
0,Sokka
-0.3167,Sokka
-0.6654,Sokka
0,Sokka
0,Sokka
0.1007,Sokka
0.4767,Sokka
0.6775,Sokka
0,Sokka
-0.2859,Sokka
0.6486,Sokka
-0.7081,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.636,Sokka
0,Sokka
-0.3595,Sokka
-0.8475,Sokka
-0.7845,Sokka
-0.8765,Sokka
-0.2444,Sokka
0,Sokka
-0.5848,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4767,Sokka
0,Sokka
0.836,Sokka
0.2263,Sokka
-0.3327,Sokka
0,Sokka
-0.5829,Sokka
0,Sokka
0.5267,Sokka
0.296,Sokka
0,Sokka
-0.4545,Sokka
0,Sokka
-0.4215,Sokka
0.128,Sokka
-0.296,Sokka
-0.5696,Sokka
-0.6868,Sokka
0,Sokka
0.5093,Sokka
0,Sokka
0,Sokka
0,Sokka
0.0516,Sokka
-0.296,Sokka
0,Sokka
-0.296,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4926,Sokka
0,Sokka
0.9432,Sokka
-0.34,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4588,Sokka
0,Sokka
0.2714,Sokka
-0.0516,Sokka
0,Sokka
-0.296,Sokka
-0.3818,Sokka
0.4588,Sokka
0,Sokka
0,Sokka
0.3612,Sokka
-0.296,Sokka
0.7896,Sokka
-0.3182,Sokka
0.4389,Sokka
0.5983,Sokka
0.2481,Sokka
0,Sokka
0.7501,Sokka
0.0644,Soldier
0.0772,Soldier
-0.34,Soldier
-0.6093,Soldier
0.5859,Soldier
0.3182,Soldier
0,Soldier
0.8625,Soldier
0.0772,Soldier
0,Soldier
0,Soldier
0.3612,Soldier
0.4404,Song
0,Song
0,Song
0.6597,Song
-0.5423,Song
-0.2815,Song
-0.7506,Song
-0.5574,Song
-0.3612,Song
0.7003,Song
0,Song's mother
0.7717,Song's mother
0,Southern Raiders commander
0,Southern Raiders commander
0.3802,Southern Raiders commander
0,Southern Raiders commander
0,Southern Water Tribe boy
0,Southern Water Tribe boy
0,Southern Water Tribe boy
0.3226,Southern Water Tribe girl
0.492,Sozin
0.4939,Sozin
0.743,Sozin
0,Sozin
0,Sozin
0.1531,Sozin
0,Sozin
0,Sozin
0,Sozin
0.4404,Sozin
0.0772,Sozin
0.6486,Sozin
0.2023,Sozin
0.8979,Sozin
0.0772,Sozin
-0.1027,Sozin
0.7725,Sozin
0.9555,Sozin
0.7425,Sozin
0.1695,Sozin
-0.0772,Sozin
-0.9009,Sozin
0.7506,Sozin
0.3252,Sozin
0.25,Sozin
-0.8316,Sozin
0.658,Spectators
0.6705,Star
0,Store owner
0.0258,Store owner
0.8932,Storyteller
0,Storyteller
0,Storyteller
0,Storyteller
0,Storyteller
0.6249,Storyteller
0,Strange Man
0,Student
0,Suki
-0.296,Suki
0.2732,Suki
-0.2942,Suki
0.5994,Suki
0.8041,Suki
0.921,Suki
-0.3404,Suki
0,Suki
0.0772,Suki
0.4215,Suki
0.1511,Suki
0,Suki
-0.25,Suki
0,Suki
0,Suki
0.8658,Suki
-0.3412,Suki
-0.0844,Suki
0.4926,Suki
0.5719,Suki
0.431,Suki
-0.296,Suki
0,Suki
0,Suki
0.3182,Suki
0.126,Suki
0,Suki
0.4926,Suki
0.34,Suki
0.8291,Suki
0.079,Suki
0,Suki
0.0772,Suki
0,Suki
-0.3863,Suki
-0.4753,Suki
0.5994,Suki
0.7311,Suki
0,Suki
0.9385,Suki
-0.296,Suki
-0.5707,Suki
-0.0772,Suki
0,Suki
0,Suki
0.659,Suki
0.4118,Suki
-0.1513,Suki
0.4019,Suki
-0.886,Suki
0.9544,Suki
0.0772,Suki
0.4588,Suki
0,Suki
0.4168,Suki
-0.5362,Suki
0,Suki
0,Suki
-0.296,Suki
0.5095,Suki
0,Suki
0.296,Suki
0,Suki
0,Suki
-0.296,Suki
0,Suki
0,Suki
0,Suki
-0.0772,Suki
0,Suki
0.6249,Suki
0,Suki
0,Suki
0.5574,Suki
0.1154,Suki
-0.658,Suki
0,Suki
0,Suki
0,Suki
0,Suki
0.2732,Suki
-0.6597,Suki
-0.5255,Suki
0,Suki
0,Suki
0,Suki
0.1779,Suki
-0.0772,Suki
-0.126,Suki
-0.5423,Suki
-0.1511,Suki
0,Suki
0,Suki
-0.5423,Suki
0,Suki
0.4588,Suki
0.8688,Suki
0,Suki
0.5106,Suki
0,Suki
0.658,Suki
0,Suki
0.7184,Suki
0,Suki
-0.296,Suki
0,Suki
-0.2235,Suki
0,Suki
0.3578,Suki
0,Suki
-0.2878,Suki
0.2263,Suki
0,Suki
0.0772,Sun Warrior
0,Sun Warrior chief
-0.7424,Sun Warrior chief
0.4019,Sun Warrior chief
0.6734,Sun Warrior chief
-0.34,Sun Warrior chief
0.3818,Sun Warrior chief
-0.5994,Sun Warrior chief
0.1526,Sun Warrior chief
0.5644,Sun Warrior chief
-0.8779,Sun Warrior chief
0,Sun Warrior chief
0,Sun Warrior chief
0,Sun Warrior chief
0,Sun Warrior chief
0.5574,Sun Warrior chief
0.6124,Sun Warrior chief
0.608,Sun Warrior chief
-0.3274,Sun Warrior chief
0.4109,Ta Min
0,Tashi
0,Tashi
0,Tashi
0.2714,Tashi
0,Tashi
0,Tashi
0,Tashi
0,Tax collector
-0.2345,Tax collector
0,Tax collector
0,Tea seller
0,Team Avatar
0,Team Avatar
0.75,Teo
0.7391,Teo
0,Teo
0.6884,Teo
0.4404,Teo
0.296,Teo
0.743,Teo
0,Teo
0.0772,Teo
0,Teo
0,Teo
0.3612,Teo
0,Teo
0.3612,Teo
0,Teo
0,Teo
0.296,Teo
0.3612,Teo
0.6588,Teo
0,Teo
0,Teo
-0.3818,Teo
0,Teo
-0.5423,Teo
0.3612,Teo
0.6249,Teo
-0.636,Teo
0,Teo
0,Teo
0,Teo
0.5256,Teo
0,Teo
0,Teo
0,Teo
0.69,Teo
-0.2244,Terra Team leader
0,Terra Team member
0,Than
0.3182,Than
0,Than
0.7003,Than
0.2942,Than
0,Than
0.765,Than
0.89,The Boulder
-0.6369,The Boulder
0.4199,The Boulder
0,The Boulder
0,The Boulder
-0.765,The Boulder
0,The Boulder
-0.5983,The Boulder
-0.6369,The Boulder
0,The Duke
0,The Duke
0,The Duke
0.5719,The Duke
0,The Duke
-0.1531,The Duke
-0.1531,The Duke
0,The Duke
0,The Duke
-0.5411,The Hippo
0.4404,Third girl
0.4939,Tho
0,Tho
0,Tho
0.128,Tho
0.3612,Tho
0,Tho
0,Tho
0,Tho
0,Tho
-0.9097,Tho
0,Tho
0.5719,Tho
-0.296,Tho
0,Tho
0.1007,Tho
0,Tho
-0.6341,Ticket lady
0,Ticket lady
0,Ticket lady
-0.4056,Ticket lady
0,Ticket lady
0.7712,Ticket lady
0,Ticket lady
0.4404,Ticket lady
-0.5707,Ticket lady
-0.7562,Ticket lady
-0.3595,Ticket lady
0,Ticket lady
0,Ticket woman
0,Ticket woman
0.9117,Ticket woman
0,Together
